vendor_name,total_projects,avg_final_risk,high_risk_projects,iso_anomalies,false_completions,avg_utilization,total_allocated,avg_delay_days,avg_citizen_rating,vendor_risk_score,vendor_risk_label
Vendor_1043,59,0.2779867159870465,0,7,9,0.7786949152542373,12241410727,58.220338983050844,3.205084745762712,0.40714588815554387,Medium
Vendor_1062,42,0.2987404452352145,1,2,7,0.6270238095238095,10673102938,40.07142857142857,2.7600000000000002,0.401929721797807,Medium
Vendor_1095,43,0.27793994198318006,1,3,5,0.7458604651162791,11230152714,55.0,2.777441860465116,0.39911538392837254,Medium
Vendor_1091,46,0.28958572000880667,0,4,11,0.8744782608695651,9450143161,57.47826086956522,3.1258695652173913,0.3990653720884889,Medium
Vendor_1000,47,0.307805312516578,0,6,3,0.7613617021276595,11707921029,52.38297872340426,2.831914893617021,0.3934753100775018,Medium
Vendor_1025,53,0.29138767617360234,0,4,15,0.6919245283018869,10904528298,42.45283018867924,3.0033962264150946,0.3843444873616111,Medium
Vendor_1061,45,0.29398438145201483,1,2,4,0.7310888888888889,11425511249,46.51111111111111,3.340444444444444,0.38339913875260784,Medium
Vendor_1020,42,0.3007590324320215,0,2,11,0.6685000000000001,10185522077,52.785714285714285,2.989047619047619,0.373892135329904,Medium
Vendor_1081,53,0.27696536355199974,0,5,11,0.817377358490566,12346180937,53.43396226415094,2.8773584905660377,0.36491559576999155,Medium
Vendor_1092,39,0.29632981670401554,0,3,8,0.6554615384615384,9157728937,56.282051282051285,3.113076923076923,0.3645636020542486,Medium
Vendor_1027,45,0.2585523338010522,1,2,14,0.8122,10129858546,43.08888888888889,2.9646666666666666,0.3631218516009087,Medium
Vendor_1084,57,0.2741165100854347,1,1,11,0.7103859649122807,13782580215,41.31578947368421,2.9303508771929825,0.35284176188936495,Medium
Vendor_1073,55,0.2762915013719099,0,3,13,0.6814727272727273,11458727548,55.527272727272724,3.096181818181818,0.3512673579236867,Medium
Vendor_1051,68,0.28301205421969106,0,3,12,0.7255588235294118,14921303957,50.44117647058823,3.0651470588235297,0.3411250117651915,Medium
Vendor_1050,43,0.2811283370085181,1,2,6,0.7636744186046512,9988028107,40.27906976744186,3.133720930232558,0.33978370112936285,Medium
Vendor_1022,55,0.28488429826055617,0,2,13,0.7156363636363636,12381545285,49.90909090909091,2.9254545454545458,0.334626973359406,Medium
Vendor_1068,38,0.2929775876983874,0,4,4,0.6753684210526316,8168109510,55.973684210526315,2.755263157894737,0.3332458368971373,Medium
Vendor_1014,52,0.2991164302882371,0,4,4,0.7293653846153846,11938140527,50.34615384615385,2.895,0.3291865517741891,Medium
Vendor_1086,64,0.29293811100296563,0,3,9,0.808828125,13855217293,47.09375,3.0271875,0.3275840474454689,Medium
Vendor_1065,49,0.26470771404855037,1,2,7,0.7832244897959184,10852853581,46.285714285714285,2.8436734693877552,0.3244328957501563,Medium
Vendor_1048,44,0.30636241095318734,0,1,9,0.7485681818181817,9802861385,45.36363636363637,2.82,0.32103927672878885,Medium
Vendor_1058,48,0.2883989984742638,0,3,6,0.7230416666666667,10740361027,54.875,2.9116666666666666,0.3150758436672666,Medium
Vendor_1011,48,0.28820798328538705,0,4,5,0.7642291666666666,10949975923,51.604166666666664,3.344583333333333,0.31140935276947773,Medium
Vendor_1009,55,0.28017718275714476,0,3,8,0.7517818181818182,13438398188,53.58181818181818,3.1945454545454544,0.30516854306900854,Medium
Vendor_1093,62,0.287870964264948,0,2,7,0.7209193548387097,12485214386,55.096774193548384,2.793548387096774,0.3043751983557354,Medium
Vendor_1089,64,0.28786051574857807,0,1,10,0.78978125,15314756016,50.375,2.72625,0.29544427939022927,Low
Vendor_1080,54,0.28294219831832157,0,5,6,0.7537037037037037,12481266964,43.46296296296296,3.2164814814814813,0.29298371602370216,Low
Vendor_1072,47,0.2766544655761286,0,3,11,0.7464255319148936,11209075103,45.234042553191486,3.0991489361702125,0.2911592153239583,Low
Vendor_1085,51,0.2777302530235385,0,3,8,0.7146470588235294,12158477082,51.03921568627451,2.9633333333333334,0.28763110760818794,Low
Vendor_1049,46,0.26933664249142936,1,2,2,0.7581739130434783,9629261014,45.891304347826086,2.9243478260869566,0.28677801361371275,Low
Vendor_1001,53,0.2768627003015246,0,3,8,0.742,11473246152,47.320754716981135,3.153018867924528,0.2701379098907707,Low
Vendor_1006,64,0.27368516907817614,0,3,8,0.760203125,15130597176,47.828125,2.9696875,0.26261072522018586,Low
Vendor_1038,43,0.25045717117208527,0,1,16,0.7528372093023256,10021558923,55.04651162790697,3.233953488372093,0.26163352008005036,Low
Vendor_1083,49,0.2800201367186689,0,1,9,0.7557755102040816,12068861280,49.57142857142857,2.874693877551021,0.2586440649990951,Low
Vendor_1031,38,0.28215881433606976,0,1,6,0.7062894736842105,8961123798,54.89473684210526,2.9539473684210527,0.256384401229774,Low
Vendor_1028,46,0.2674400962572853,0,2,10,0.7956739130434782,9831499969,50.891304347826086,3.136304347826087,0.2560863357113855,Low
Vendor_1087,51,0.2567081634996504,0,3,12,0.7595490196078432,11039716314,48.64705882352941,3.085098039215686,0.2548218649848554,Low
Vendor_1013,42,0.26946963495350224,0,5,6,0.8351428571428572,9714623994,43.73809523809524,3.1883333333333335,0.25355956634528554,Low
Vendor_1036,51,0.2690632838980462,0,1,10,0.8174313725490197,10516763102,53.13725490196079,2.912549019607843,0.2499585728383004,Low
Vendor_1039,37,0.2762063874341574,0,1,7,0.721891891891892,7639144836,54.78378378378378,2.932702702702703,0.24803542845069637,Low
Vendor_1032,52,0.2868894977321924,0,1,7,0.8395384615384616,13208646964,46.73076923076923,2.938076923076923,0.24793697423271577,Low
Vendor_1077,50,0.2590495089728214,0,3,12,0.7293999999999999,11725489073,45.08,2.9019999999999997,0.24758702240367697,Low
Vendor_1067,55,0.2779514422636922,0,2,7,0.7104545454545456,11920441374,48.09090909090909,3.0007272727272727,0.24649547897942695,Low
Vendor_1060,44,0.28376243517873223,0,1,6,0.77625,9890773764,50.86363636363637,3.1279545454545454,0.2450731021992485,Low
Vendor_1016,41,0.2689617412976099,0,2,10,0.8381219512195122,8887492938,46.390243902439025,2.741219512195122,0.24264738053307017,Low
Vendor_1097,48,0.2674976345342104,0,0,11,0.7217291666666666,12393130011,54.041666666666664,3.218958333333333,0.23886912849360964,Low
Vendor_1045,54,0.2670604441051645,0,1,12,0.8311666666666667,12222339848,46.611111111111114,3.191111111111111,0.23781233695181606,Low
Vendor_1035,51,0.274995890805565,0,2,7,0.8237843137254902,11350786610,47.13725490196079,2.935686274509804,0.23378807569660848,Low
Vendor_1008,47,0.24232796808531967,1,3,3,0.8106595744680851,10602042371,45.319148936170215,2.9293617021276597,0.23324593734293853,Low
Vendor_1059,57,0.28088099428253915,0,2,5,0.6950000000000001,13588784630,47.526315789473685,2.858421052631579,0.2330477012202951,Low
Vendor_1076,51,0.27993266636532504,0,2,6,0.7327450980392156,10735531500,44.86274509803921,3.0358823529411767,0.22953386198586948,Low
Vendor_1004,51,0.2845470141594241,0,1,8,0.7542352941176471,10681658373,41.21568627450981,3.0037254901960786,0.22881598865457067,Low
Vendor_1037,61,0.26420277407762227,0,5,7,0.7188688524590163,14429303609,38.26229508196721,2.9760655737704917,0.22579930327150033,Low
Vendor_1046,56,0.2543169227669843,0,2,11,0.7512857142857143,13278214745,50.464285714285715,2.842321428571428,0.22490270241774513,Low
Vendor_1026,45,0.26875204006812276,0,2,9,0.717,10212318982,43.577777777777776,3.0948888888888892,0.22075935402001198,Low
Vendor_1047,43,0.28610497444409705,0,2,4,0.711139534883721,9613220278,39.58139534883721,2.8637209302325584,0.20696087195171062,Low
Vendor_1066,48,0.2587208610557108,0,3,6,0.7816458333333333,10864785867,49.8125,2.9,0.20554087242887092,Low
Vendor_1021,43,0.25944032793785676,0,1,10,0.6883255813953488,8517161423,48.44186046511628,3.1086046511627905,0.20221886947010007,Low
Vendor_1003,51,0.2735828697307994,0,0,8,0.7861568627450981,10365073837,47.568627450980394,2.9339215686274507,0.2012643380204401,Low
Vendor_1012,39,0.2625255991375149,0,1,9,0.7376666666666666,9333553116,48.282051282051285,3.1058974358974356,0.20085969310033788,Low
Vendor_1052,43,0.2782638252877534,0,1,3,0.7530697674418604,9578663794,49.86046511627907,2.97,0.19451799410540085,Low
Vendor_1056,48,0.2668323962892359,0,0,11,0.7928125,10311997882,43.1875,3.13875,0.19342294000076263,Low
Vendor_1071,40,0.2705663449035131,0,1,5,0.676525,8248798226,49.925,3.05475,0.19162232184468428,Low
Vendor_1033,48,0.2644403276534815,0,1,9,0.6652083333333333,11119214755,43.916666666666664,3.113125,0.18914619040797376,Low
Vendor_1088,49,0.25280969007431714,0,2,5,0.7841224489795918,10610653776,53.87755102040816,3.0693877551020408,0.17403097420085137,Low
Vendor_1096,57,0.25385040898282396,0,2,10,0.8426666666666666,14412067599,38.98245614035088,2.8050877192982453,0.1675419770367929,Low
Vendor_1019,62,0.2567262511350074,0,2,6,0.771241935483871,13986745740,45.983870967741936,2.9020967741935486,0.164216531080924,Low
Vendor_1040,55,0.2671846648324503,0,1,7,0.7277818181818182,12687998575,40.10909090909091,3.113272727272727,0.16216084577902407,Low
Vendor_1010,42,0.2610571362626104,0,4,3,0.7756190476190477,8533235305,39.38095238095238,2.9595238095238097,0.16081480629994332,Low
Vendor_1078,45,0.2580703764691469,0,2,4,0.7442888888888889,10910571191,49.022222222222226,3.252222222222222,0.16042103282629372,Low
Vendor_1015,54,0.2556547243227617,0,1,7,0.7866296296296297,11649913034,47.94444444444444,2.9348148148148145,0.15884082374140454,Low
Vendor_1094,54,0.2614279533578438,0,1,5,0.7172962962962963,11476973830,47.333333333333336,3.305185185185185,0.1537606184047287,Low
Vendor_1074,46,0.2617430583208631,0,1,4,0.7174565217391304,10034192467,48.67391304347826,2.9658695652173916,0.1500742899260212,Low
Vendor_1018,48,0.2459167048328541,0,1,8,0.7207916666666666,11115798198,50.479166666666664,3.096458333333333,0.14969445319142055,Low
Vendor_1024,53,0.2570504852275905,0,0,9,0.7242641509433962,11507598673,40.886792452830186,3.2758490566037737,0.13479013333574666,Low
Vendor_1023,49,0.2561072938670983,0,0,8,0.7475102040816326,10502868797,43.183673469387756,3.2465306122448983,0.13114657122762718,Low
Vendor_1029,38,0.2575636259628927,0,0,6,0.7737105263157895,8372784903,43.1578947368421,2.908157894736842,0.11542402804760736,Low
Vendor_1070,52,0.25643567823739766,0,3,1,0.8434807692307692,11760037354,39.67307692307692,3.1067307692307695,0.10808274936542388,Low
Vendor_1098,60,0.24591771817363706,0,1,5,0.7014666666666667,12749950178,45.06666666666667,3.1846666666666663,0.09803329527850849,Low
Vendor_1041,42,0.24695485397309677,0,1,4,0.7297619047619047,8336044235,44.785714285714285,2.896190476190476,0.09002844746678454,Low
